"tmdb_id","description","tmdb_url","cover_url","vote_average","vote_count","release_date","original_language","popularity"
"22","Dans la mer des Caraïbes, au XVIIe siècle, Jack Sparrow, flibustier gentleman, voit sa vie idyllique basculer le jour où son ennemi, le perfide capitaine Barbossa, lui vole son bateau, le Black Pearl, puis attaque la ville de Port Royal, enlevant au passage la très belle fille du gouverneur, Elizabeth Swann. L'ami d'enfance de celle-ci, Will Turner, se joint à Jack pour se lancer aux trousses du capitaine. Mais Will ignore qu'une malédiction frappe Barbossa et ses pirates. Lorsque la lune brille, ils se transforment en morts-vivants. Leur terrible sort ne prendra fin que le jour où le fabuleux trésor qu'ils ont amassé sera restitué…","https://www.themoviedb.org/movie/22","https://image.tmdb.org/t/p/w500/jFmc6zbnx6mSoxejECYvdi3IHIs.jpg","7.8","21152","2003-07-09","en","21.2531"
"24","Au cours d'un mariage, un commando armé massacre l'assistance, laissant pour morte la Mariée et l'enfant qu'elle porte. Après 4 ans de coma, la Mariée se lance à la poursuite des assassins, membres du clan de Bill, au sein duquel, sous le pseudonyme de Black Mamba, elle exerça elle-même autrefois ses talents de redoutable tueuse…","https://www.themoviedb.org/movie/24","https://image.tmdb.org/t/p/w500/udRaQKzT0LG4iQFxHLaYjno9uAT.jpg","7.97","17877","2003-10-10","en","11.971"
"25","Été 1990. Anthony Swofford, fils et petit‐fils de militaires, vient tout juste de fêter son vingtième anniversaire lorsqu’il est envoyé dans le désert saoudien. La Guerre du Golfe vient d’éclater, son bataillon de Marines est parmi les premiers à se déployer dans cette aride et immense étendue de sable. Pour ces jeunes déracinés, gavés d’images et de phraséologie guerrières, ivres de rock et de bière, commence alors la longue et dérisoire attente d’un ennemi fantôme. La soif, la peur, l’épuisement, l’ennui, les frustrations lancinantes, les tensions extrêmes s’additionnent dans un climat de plus en plus délétère et explosif. Dans cet enfer naîtront pourtant de surprenantes et inaltérables amitiés entre compagnons d’armes liés par le vieux serment des Marines.","https://www.themoviedb.org/movie/25","https://image.tmdb.org/t/p/w500/rpPa7dGWnuldRGyLtr4eT2n38jH.jpg","6.7","2967","2005-11-04","en","4.021"
"27","À Londres, durant l'automne 2003. Lisa, une étudiante américaine, rencontre l'anglais Matt lors d'un concert de Black Rebel Motorcycle Club à la Brixton Academy. C'est le coup de foudre immédiat, le point de départ d'une histoire d'amour sensuelle, charnelle. Une histoire passionnée qui durera un an et se conclura pourtant par une rupture sans appel.","https://www.themoviedb.org/movie/27","https://image.tmdb.org/t/p/w500/zVXTY9fkm6ChzItEMxbzCM4Q2Pg.jpg","5.559","529","2004-07-16","en","10.5148"
"28","Cloîtré dans une chambre d'hôtel de Saïgon, le jeune capitaine Willard, mal rasé et imbibé d'alcool, est sorti de sa prostration par une convocation de l'état-major américain. Le général Corman lui confie une mission qui doit rester secrète : éliminer le colonel Kurtz, un militaire aux méthodes quelque peu expéditives et qui sévit au-delà de la frontière cambodgienne.","https://www.themoviedb.org/movie/28","https://image.tmdb.org/t/p/w500/scaiAT7I2KZ2GAeMvoU6Ro1515J.jpg","8.271","8509","1979-05-19","en","11.1733"
"33","Après avoir été un impitoyable tueur, toujours entre deux verres, Bill Munny a raccroché ses colts pour l'amour d'une femme aujourd’hui disparue. Il élève péniblement des cochons dans un enclos boueux, avec pour seuls compagnons ses deux jeunes enfants. Bill reçoit un jour la visite de Schofield Kid, un apprenti desperado qui veut devenir le partenaire de cette légende vivante. Le Kid lui propose de partager les mille dollars offerts par des prostituées de Big Whiskey, une bourgade lointaine, pour l'élimination des deux cow‐boys qui ont défiguré l'une d’entre elles. Munny finit par accepter la proposition et rend visite à son vieux complice, Ned Logan…","https://www.themoviedb.org/movie/33","https://image.tmdb.org/t/p/w500/ijkvb9I43zTSO5EmQNgISTXm71t.jpg","7.91","4590","1992-08-07","en","6.9799"
"35","Lorsque Homer pollue gravement le lac de Springfield, une agence de protection de l’environnement décide de mettre la ville en quarantaine en l’isolant sous un énorme dôme.","https://www.themoviedb.org/movie/35","https://image.tmdb.org/t/p/w500/8RAHFsRCE4Jwa1jD00tWFCvrsIa.jpg","7.011","8163","2007-07-25","en","9.1124"
"38","Joel et Clementine ne voient plus que les mauvais côtés de leur tumultueuse histoire d’amour, au point que celle‐ci fait effacer de sa mémoire toute trace de cette relation. Effondré, Joël contacte l’inventeur du procédé Lacuna, le Dr. Mierzwiak, pour qu’il extirpe également de sa mémoire tout ce qui le rattachait à Clémentine. Deux techniciens, Stan et Patrick, s’installent à son domicile et se mettent à l’œuvre, en présence de la secrétaire, Mary. Les souvenirs commencent à défiler dans la tête de Joël, des plus récents aux plus anciens, et s’envolent un à un, à jamais. Mais en remontant le fil du temps, Joël redécouvre ce qu’il aimait depuis toujours en Clémentine – l’inaltérable magie d’un amour dont rien au monde ne devrait le priver. Luttant de toutes ses forces pour préserver ce trésor, il engage alors une bataille de la dernière chance contre Lacuna…","https://www.themoviedb.org/movie/38","https://image.tmdb.org/t/p/w500/l4UwCldftGk58q5StjfM9YHoCYY.jpg","8.091","15465","2004-03-19","en","12.6445"
"55","Mexico. Un tragique accident de voiture mêle les extrêmes de la vie, sous l'angle de trois histoires radicalement différentes : Octavio, un adolescent qui a décidé de s'enfuir avec la femme de son frère; Daniel, un quadragénaire qui quitte sa femme et ses enfants pour aller vivre avec un top model; El Chivo, un ex-guérillero communiste devenu tueur à gages, qui n'attend plus rien de la vie.","https://www.themoviedb.org/movie/55","https://image.tmdb.org/t/p/w500/9mr1hIjIA2yv6hB0sCMZF2w4NSX.jpg","7.625","2696","2000-06-16","es","6.0702"
"58","Le pirate Jack Sparrow est confronté à son passé. Treize ans auparavant, il signait un pacte avec Davey Jones, le maléfique maître des sept mers. En échange de son âme, ce dernier lui promettait le commandement du mythique Black Pearl… Aujourd’hui, Jones vient donc récupérer sa dette.","https://www.themoviedb.org/movie/58","https://image.tmdb.org/t/p/w500/bzOlMYEfNmgCDnFHj3zL3RBqwau.jpg","7.366","16365","2006-07-06","en","19.2461"
"59","Père de famille dans une petite ville tranquille, Tom Stall est un jour contraint de tuer deux malfrats qui menaçaient la vie des employés et des clients de son restaurant. Proclamé héros par la presse locale, Tom essaie peu à peu de revenir à une vie normale. Mais un certain Carl Fogarty débarque, convaincu de reconnaître en Tom celui avec qui il a autrefois eu de violents démêlés.","https://www.themoviedb.org/movie/59","https://image.tmdb.org/t/p/w500/keHREQ9jRiHp7ja1SM8xmDCo6vI.jpg","7.165","3394","2005-09-23","en","5.0266"
"62","Aux temps préhistoriques, une petite tribu d’hommes‐singes installée au milieu de rochers arides lutte difficilement pour la vie. Un matin, ils trouvent devant eux une mystérieuse dalle noire monolithique. L’un des singes touche la pierre et apprend alors à se servir d’un os de quadrupède pour tuer ses ennemis. Quatre millions d’années plus tard, en 2001, un savant de l’espace, le Dr Heywood Floyd, débarque sur la lune pour examiner une dalle noire semblable à celle des singes, qui était enterrée sous la surface de l’astre. Selon les premières observations, l’objet émettrait un signal mystérieux…","https://www.themoviedb.org/movie/62","https://image.tmdb.org/t/p/w500/uwd79G32FPIL5B9UkRgSZvS0gbe.jpg","8.1","11855","1968-04-02","en","11.8594"
"63","Nous sommes en l’an 2035. Les quelques milliers d’habitants qui restent sur notre planète sont contraints de vivre sous terre. La surface du globe est devenue inhabitable à la suite d’un virus ayant décimé 99 % de la population. Les survivants mettent tous leurs espoirs dans un voyage à travers le temps pour découvrir les causes de la catastrophe et la prévenir. C’est James Cole, hanté depuis des années par une image incompréhensible, qui est désigné pour cette mission.","https://www.themoviedb.org/movie/63","https://image.tmdb.org/t/p/w500/zfUdn8lnUaVhlcBlXR30Ctq02uj.jpg","7.6","8580","1995-12-29","en","9.8689"
"64","Benigno, un jeune infirmier, et Marco, un écrivain d’une quarantaine d’années, se rendent, chacun de son côté, à un spectacle de Pina Bausch, Café Müller. Ils sont assis l’un à côté de l’autre. La pièce est si émouvante que Marco éclate en sanglots. Apercevant les larmes de son voisin, Benigno aimerait lui faire part de son émotion, mais il n’ose pas. Quelques mois plus tard, les deux hommes se retrouvent dans d’autres circonstances, à la clinique El Bosque, où travaille Benigno. Lydia, la petite amie de Marco, torero professionnel, est plongée dans un profond coma suite à un accident survenu lors d’une corrida. Benigno, quant à lui, est au chevet d’Alicia, une jeune danseuse également dans le coma. Lorsque Marco passe à côté de la chambre d’Alicia, Benigno, sans hésiter, s’approche de lui. C’est le début d’une grande amitié quelque peu mouvementée.","https://www.themoviedb.org/movie/64","https://image.tmdb.org/t/p/w500/fmCJvc6ZpPaeSGS4bgfc3n5rt00.jpg","7.581","1340","2002-03-15","es","2.6679"
"65","À Detroit, en 1995, Jimmy Smith Jr. a des rêves plein la tête, mais il lui manque encore les mots pour les exprimer. Sa vie d’adolescent se déroule entre banlieue blanche et quartiers noirs, le long de cette ligne de démarcation que l’on nomme 8 Mile Road. En dépit de tous ses efforts, Jimmy n’a jamais franchi cette barrière symbolique et continue d’accumuler les déboires familiaux, professionnels et sentimentaux.Un jour, il participe à un clash – une joute oratoire de rappeurs – où il doit faire face à Papa Doc, le chef de la bande des « Leaders du Monde Libre ». Paralysé par le trac, il reste muet et doit quitter la scène sous les huées de la foule. Cette nouvelle humiliation l’oblige à un salutaire examen de conscience. Quelques jours plus tard, Jimmy se retrouve forcé de tenter un come‐back…","https://www.themoviedb.org/movie/65","https://image.tmdb.org/t/p/w500/9DUYN04hWHVy1tAf8MhXK1vAZ.jpg","7.14","7447","2002-11-08","en","9.4136"
"66","Luther Whitney est un Arsène Lupin moderne, un voleur élégant qui s’en est toujours pris aux riches. Arrivé au terme de sa longue carrière, il entreprend de dévaliser la résidence de Sullivan, un des hommes les plus riches de Washington, parti en voyage d’affaires avec sa jeune épouse, Christy. Tout se passe pour le mieux. Il s’apprête à repartir lorsqu’il découvre que la cloison de la chambre forte est un miroir sans tain qui donne sur la chambre à coucher. De l’autre côté de ce miroir, Luther assiste à un meurtre impliquant Christy et Richmond, le Président des États‐Unis.","https://www.themoviedb.org/movie/66","https://image.tmdb.org/t/p/w500/sU0SPvZPJj9AORrCqoI8JnhJiIw.jpg","6.654","1129","1997-02-14","en","3.4175"
"68","Sam Lowry est un technocrate harcelé dans une société futuriste complètement alambiquée et inefficace. Dans son fantasme, il rêve d'une vie où il pourra échapper à la bureaucratie écrasante et passer l'éternité avec la femme de ses rêves. L'improbable se produit alors que Sam essaie de rectifier l'arrestation injustifiée d'un certain Archibald Buttle ; l'ordinateur omniprésent qui contrôle tout dans le monde « réel » dysfonctionne. Lorsque cela se produit, Sam rencontre vraiment la femme qu'il poursuit depuis toujours dans ses rêves, Jill Layton. Cependant, la bureaucratie mécanique l'a pointé du doigt pour une vague d'attentats terroristes, et les vies de Sam et de Jill sont mises en danger.","https://www.themoviedb.org/movie/68","https://image.tmdb.org/t/p/w500/yFExEpADkr0Z5yuIZumQQW5UZGa.jpg","7.664","3415","1985-02-20","en","5.7054"
"69","En retraçant le destin du chanteur country-rock Johnny Cash, Walk the line évoque la naissance d'un nouveau style d'artiste, celle d'un homme qui au-delà de ses colères, des ravages de la dépendance et des tentations du statut de star, a tout dépassé pour devenir une icône.C'est aussi le parcours d'un homme qui, du fond de la période la plus noire de sa vie, a été porté par une histoire d'amour fusionnelle avec June Carter. Leur passion a nourri son art tout au long de sa vie.Cette saga est marquée par les thèmes qui feront la force de la musique de Cash et de son style minimaliste : la mort, l'amour, la trahison, le péché, l'espoir et la foi.","https://www.themoviedb.org/movie/69","https://image.tmdb.org/t/p/w500/iQf7NnMBQRzrfqqwbpoooOHGXrG.jpg","7.503","2956","2005-09-13","en","4.8758"
"70","Rejeté depuis longtemps par sa fille, l’entraîneur Frankie Dunn s’est replié sur lui‐même et vit dans un désert affectif, en évitant toute relation qui pourrait accroître sa douleur et sa culpabilité. Le jour où Maggie Fitzgerald, 31 ans, pousse la porte de son gymnase à la recherche d’un coach, elle n’amène pas seulement avec elle sa jeunesse et sa force, mais aussi une histoire jalonnée d’épreuves et une exigence, vitale et urgente : monter sur le ring, entraînée par Frankie, et enfin concrétiser le rêve d’une vie. Après avoir repoussé plusieurs fois sa demande, Frankie se laisse convaincre par l’inflexible détermination de la jeune femme. Une relation mouvementée, tour à tour stimulante et exaspérante, se noue entre eux, au fil de laquelle Maggie et l’entraîneur se découvrent une communauté d’esprit et une complicité inattendues…","https://www.themoviedb.org/movie/70","https://image.tmdb.org/t/p/w500/7yWwlgq12qZ4nMLQHhEf8ITaggn.jpg","7.955","9840","2004-12-05","en","7.8372"
"71","Dans un petit village minier du Nord‐Est de l’Angleterre, Billy, 11 ans, découvre avec stupeur qu’un cours de danse partage désormais les mêmes locaux que son club de boxe. D’abord effaré, il devient peu à peu fasciné par la magie de la gestuelle du ballet, activité pourtant trop peu virile au regard de son père et de son frère Tony, mineurs en grève. Billy abandonne les gants de cuir pour assister discrètement aux leçons de danse professées par Mme Wilkinson. Repérant immédiatement un talent potentiel, elle retrouve une nouvelle énergie devant les espoirs que constitue Billy. Les frustrations larvées explosent au grand jour quand son père et son frère découvrent que Billy a dépensé l’argent consacré au cours de boxe pour des cours de danse. Partagé entre une famille en situation de crise et un professeur de ballet têtu, le jeune garçon embarque alors dans un voyage à la découverte de lui‐même.","https://www.themoviedb.org/movie/71","https://image.tmdb.org/t/p/w500/zUntiKHa8AZHO7YKW0ZfjOLWYbj.jpg","7.593","3907","2000-09-28","en","6.5129"
"73","Derek, voulant venger la mort de son père, abattu par un dealer noir, a épousé les thèses racistes d’un groupuscule de militants d’extrême droite et s’est mis au service de son leader, brutal théoricien prônant la suprématie de la race blanche. Ces théories le mèneront à commettre un double meurtre entrainant son jeune frère, Danny, dans la spirale de la haine.","https://www.themoviedb.org/movie/73","https://image.tmdb.org/t/p/w500/yygSRdHdcIVPRNC0rDv658ZdJiD.jpg","8.336","11879","1998-07-01","en","10.3268"
"74","Ray Ferrier est un docker divorcé et un père rien moins que parfait, qui n’entretient plus que des relations épisodiques avec son fils Robbie, 17 ans, et sa fille Rachel, 11 ans. Quelques minutes après que son ex‐femme et l’époux de cette dernière lui ont confié la garde des enfants, un puissant orage éclate. Ray assiste alors à un spectacle qui bouleversera à jamais sa vie…","https://www.themoviedb.org/movie/74","https://image.tmdb.org/t/p/w500/oPlNHbwQCRfkOCKk3QS7CpZQ9R9.jpg","6.518","8604","2005-06-28","en","11.0374"
"75","Ils arrivent ! D’immondes Martiens, aux yeux globuleux et au crâne énorme, débarquent subitement sur la planète Terre. On ne connaît absolument rien de leurs intentions, mais le président des États‐Unis et ses conseillers se réjouissent unanimement de cette apparition incongrue. Tout comme Art Land, un ambitieux promoteur de Las Vegas, qui voit là la possibilité d’un fructueux coup de publicité, et sa femme, une ancienne alcoolique, fervente adepte du New Age, qui prépare dans la plus pure tradition ésotérique l’union cosmique entre les peuples de toutes les galaxies. Tout un programme ! Mais les affreux jojos venus d’ailleurs sont‐ils aussi cordiaux et désintéressés que tout ce petit monde veut bien le prétendre ?","https://www.themoviedb.org/movie/75","https://image.tmdb.org/t/p/w500/ljW8CVhjhoJNrMor6pIQLM3Mhqr.jpg","6.414","5571","1996-12-13","en","6.5103"
"76","Céline est une étudiante française qui est allée rendre visite à sa grand-mère à Budapest. Jesse est un jeune américain en voyage à travers l'Europe. Tous deux se rencontrent dans un train, entre Budapest et Vienne. Arrivés à Vienne, Jesse doit descendre. Il parvient à convaincre Céline de passer une nuit avec lui dans la capitale autrichienne. Au cours de cette nuit, ils apprendront à se connaître. Le lendemain, ils devront se séparer.","https://www.themoviedb.org/movie/76","https://image.tmdb.org/t/p/w500/vLY17UVvhwXpEjnTqTYqlmuO2py.jpg","8","4300","1995-01-27","en","7.6259"
"77","Leonard Shelby ne porte que des costumes de grands couturiers et ne se déplace qu’au volant de sa Jaguar. En revanche, il habite dans des motels miteux et règle ses notes avec d’épaisses liasses de billets. Leonard n’a qu’une idée en tête: traquer l’homme qui a violé et assassiné sa femme afin de se venger. Sa recherche du meurtrier est rendue plus difficile par le fait qu’il souffre d’une forme rare et incurable d’amnésie. Bien qu’il puisse se souvenir de détails de son passé, il est incapable de savoir ce qu’il a fait dans le quart d’heure précédent, où il se trouve, où il va et pourquoi. Pour ne jamais perdre son objectif de vue, il a structuré sa vie à l’aide de fiches, de notes, de photos, de tatouages sur le corps. C’est ce qui l’aide à garder contact avec sa mission, à retenir les informations et à garder une trace, une notion de l’espace et du temps.","https://www.themoviedb.org/movie/77","https://image.tmdb.org/t/p/w500/wqG9YXPBpDbC4NpV1Xc42BOm2hO.jpg","8.178","15319","2000-10-11","en","12.8504"
"78","2019, Los Angeles. La Terre est surpeuplée et l’humanité est partie coloniser l’espace. Les nouveaux colons sont assistés de Replicants, androïdes que rien ne peut distinguer de l'être humain. Conçus comme de nouveaux esclaves, certains parmi les plus évolués s’affranchissent de leurs chaînes et s’enfuient. Rick Deckard, un ancien Blade Runner, catégorie spéciale de policiers chargés de ""retirer"" ces replicants, accepte une nouvelle mission consistant à retrouver quatre de ces individus qui viennent de regagner la Terre après avoir volé une navette spatiale.","https://www.themoviedb.org/movie/78","https://image.tmdb.org/t/p/w500/zHKWxyG4j404HVeSYHNH4niUpkW.jpg","7.94","14157","1982-06-25","en","14.6148"
"79","Il y a deux mille ans, la Chine était divisée en sept royaumes. Chacun d'eux combattait les autres pour obtenir la suprématie, tandis que le peuple endurait la souffrance et la mort. De ces sept royaumes, Qin était le plus virulent. Le roi de Qin était obsédé par la conquête de la Chine et le désir de devenir son premier Empereur. Les autres royaumes dépêchèrent leurs plus redoutables assassins pour l'éliminer. Le seul nom de trois de ces tueurs suffisait à répandre la terreur : Lame Brisée, Flocon de Neige et Ciel Étoilé. À quiconque anéantirait ces trois assassins, le roi de Qin promit puissance et fortune.  Pendant dix ans, personne n'y parvint. Lorsque le mystérieux Sans Nom se présenta au palais, avec en sa possession les armes des assassins abattus, le roi fut impatient d'entendre son histoire. Assis à dix pas du monarque, Sans Nom commença alors à la raconter…","https://www.themoviedb.org/movie/79","https://image.tmdb.org/t/p/w500/rFwyoTYDXRnTRVcmujjqXNkZatt.jpg","7.5","2316","2002-07-22","zh","7.6226"
"80","Neuf ans auparavant, Jesse et Céline se sont rencontrés par hasard à Vienne, et ont passé une nuit ensemble dans les rues désertes de la ville. En se séparant, quatorze heures plus tard, ils s'étaient promis de se revoir six mois après. Aujourd'hui, il se retrouvent à Paris alors que Jesse est venu présenter son nouveau roman. Ils passent l'après-midi ensemble dans des cafés, des parcs et sur les quais de la Seine, retrouvant instantanément leur ancienne complicité. Comme lors de leur première rencontre, ils ont énormément de choses à se raconter...","https://www.themoviedb.org/movie/80","https://image.tmdb.org/t/p/w500/gqPkhjDOSaYcpRwedOtrc5JmZbp.jpg","7.8","3501","2004-06-16","en","4.566"
"81","Dans un monde où la nature est hostile à l’Homme, Nausicaä – princesse de la Vallée du Vent – se bat pour protéger son village. Mais la guerre des hommes frappe à leur porte. Les vestiges d’une humanité industrielle menacent l’équilibre entre les rescapés humains du grand cataclysme et les insectes, protecteurs de la forêt toxique.","https://www.themoviedb.org/movie/81","https://image.tmdb.org/t/p/w500/sIcv6IiaL6Ad2KGUOdRyJHIZpgC.jpg","7.95","3731","1984-03-11","ja","10.6484"
"82","Miami… Deux agents fédéraux et la famille d'un informateur ont été sauvagement exécutés. Une nouvelle enquête commence pour Sonny Crockett et son coéquipier Ricardo Tubbs, avec une certitude : la fuite qui a permis ce massacre en règle provenait des sommets de la hiérarchie… Les deux inspecteurs découvrent rapidement que les tueurs étaient au service de la Fraternité Aryenne, organisation suprématiste liée à un réseau de trafiquants internationaux doté d'un système de protection ultra-sophistiqué. Poursuivant leurs investigations, les deux partenaires prennent contact avec l'administratrice financière du cartel, Isabella, une sino-cubaine aussi experte en investissements et transferts de fonds qu'en blanchiment d'argent. La séduisante Isabella offre contre toute attente à Sonny une chance d'exorciser ses démons…","https://www.themoviedb.org/movie/82","https://image.tmdb.org/t/p/w500/pdp3PA8XUxKdXJEJTXM3BQKpRZp.jpg","6","1830","2006-07-27","en","5.2366"
"83","Susan et Daniel sont venus aux Bahamas pour se détendre, et ils en ont bien besoin. Adeptes de la plongée, ils s'inscrivent pour une sortie sur la barrière de corail. Parce que le bateau est trop plein, parce que l'équipage ne fait pas vraiment attention, ils se retrouvent seuls, perdus au large, dans des eaux infestées de requins...","https://www.themoviedb.org/movie/83","https://image.tmdb.org/t/p/w500/nQ6dccxakKV4u8ePr9Kfxh2gPVJ.jpg","5.539","1079","2003-10-26","en","2.8655"
"85","L'Arche d'Alliance contenant les tables de la Loi brisées par Moïse, voici 3000 ans, est l'objet de la convoitise des nazis. L'archéologue aventurier Indiana Jones se lance à sa recherche, poursuivi par son ennemi Belloq.","https://www.themoviedb.org/movie/85","https://image.tmdb.org/t/p/w500/nTsllJhHBDZndFudSB2RgeHuQAt.jpg","7.9","12875","1981-06-12","en","15.4146"
"87","L'archéologue Indiana Jones est obligé de fuir un cabaret de Shanghai après une négociation houleuse. En compagnie de la chanteuse Willie Scott et du petit Demi-Lune, il se retrouve sur un glacier himalayen, dans un village dont une secte a dérobé le diamant magique et enlevé les enfants afin de les sacrifier.","https://www.themoviedb.org/movie/87","https://image.tmdb.org/t/p/w500/oiUd1KUXWZeDPGMr8TrtZcXzpQU.jpg","7.297","9544","1984-05-23","en","13.1739"
"88","En 1963. Bébé – de son vrai prénom Frédérique – fille d’une riche famille, passe ses vacances avec ses parents et sa sœur à la pension de la famille Kellerman dans l’État de l’Oregon. Elle va être confrontée à un monde qui lui est complètement étranger, celui de la danse, et vivre une histoire d’amour avec Johnny, l’un des professeurs de danse de l’établissement, issu d’un milieu social très différent. Film à petit budget d’Émile Ardolino, il deviendra l’un des plus grand succès des années 80.","https://www.themoviedb.org/movie/88","https://image.tmdb.org/t/p/w500/osfBQ18P0y3pwT5qVuhdPk8btbj.jpg","7.3","6248","1987-08-21","en","9.3455"
